MANDT,CARRID,CONNID,FLDATE,BOOKID,CUSTOMID,INSTNO,PAYMETH,AMOUNT,CURRENCY,ARCHIVE_
300,DL,1984,2010-10-04,00085541,00001916,0001,C,422.00,USD,
300,AZ,0788,2011-09-06,00069345,00002041,0001,P,515.00,EUR,
300,AA,0026,2010-09-29,00045941,00001916,0001,C,305.00,USD,
300,AZ,0788,2011-09-06,00069438,00003634,0001,P,515.00,EUR,
300,UA,0941,2010-07-29,00031465,00001916,0001,C,439.00,USD,
300,AZ,0788,2011-09-06,00069450,00002675,0001,P,515.00,EUR,
300,AA,0017,2011-07-13,00027956,00001916,0001,C,211.00,USD,
300,AZ,0788,2011-09-06,00069330,00000535,0001,P,515.00,EUR,
300,AA,0064,2010-10-08,00072330,00001916,0001,C,211.00,USD,
300,AZ,0788,2011-09-06,00069321,00003614,0001,P,515.00,EUR,
300,UA,3504,2010-12-10,00064986,00001916,0001,C,439.00,USD,
300,AZ,0788,2011-09-06,00069339,00003614,0001,P,515.00,EUR,
300,UA,3516,2010-06-22,00093021,00001916,0001,C,305.00,USD,
300,AZ,0788,2011-09-06,00069393,00003153,0001,P,515.00,EUR,
300,DL,1984,2011-03-21,00096194,00001916,0001,C,211.00,USD,
300,AZ,0788,2011-09-06,00069560,00001210,0001,P,515.00,EUR,
300,SQ,0066,2011-10-10,00093679,00001916,0001,C,164.00,SGD,
300,AZ,0788,2011-09-06,00069324,00002358,0001,P,515.00,EUR,
300,DL,1984,2011-07-11,00103298,00001916,0001,C,211.00,USD,
300,AZ,0788,2011-09-06,00069294,00003903,0001,P,515.00,EUR,
300,SQ,0326,2010-12-31,00263817,00001916,0001,C,868.00,SGD,
300,AZ,0788,2011-09-06,00069402,00000391,0001,P,515.00,EUR,
300,SQ,0866,2010-08-19,00308937,00001916,0001,C,769.00,SGD,
300,AZ,0788,2011-09-06,00069548,00000017,0001,P,515.00,EUR,
300,SQ,0326,2010-11-26,00262389,00001916,0001,C,868.00,SGD,
300,AZ,0788,2011-09-06,00069264,00001607,0001,P,515.00,EUR,
300,SQ,0866,2011-07-28,00330678,00001916,0001,C,256.00,SGD,
300,AZ,0788,2011-09-06,00069228,00001868,0001,P,515.00,EUR,
300,SQ,0866,2011-09-01,00332508,00001916,0001,C,256.00,SGD,
300,AZ,0788,2011-09-06,00069312,00000127,0001,P,515.00,EUR,
300,SQ,0866,2011-11-10,00337092,00001916,0001,C,256.00,SGD,
300,AZ,0788,2010-09-21,00047701,00000901,0001,P,515.00,EUR,
300,SQ,0866,2011-10-20,00335493,00001916,0001,C,512.00,SGD,
300,AZ,0788,2010-09-21,00047614,00001683,0001,P,515.00,EUR,
300,SQ,0863,2010-07-28,00283236,00001916,0001,C,256.00,SGD,
300,SQ,0326,2011-05-13,00269664,00001916,0001,C,868.00,SGD,
300,SQ,0863,2010-09-29,00285487,00001916,0001,C,256.00,SGD,
300,SQ,0326,2011-04-22,00269007,00001916,0001,C,868.00,SGD,
300,SQ,0863,2010-05-26,00280853,00001916,0001,C,512.00,SGD,
300,SQ,0326,2011-11-11,00277909,00001916,0001,C,868.00,SGD,
300,SQ,0866,2010-06-17,00305173,00001916,0001,C,256.00,SGD,
300,SQ,0863,2011-03-16,00291302,00001916,0001,C,256.00,SGD,
300,SQ,0863,2011-01-19,00289436,00001916,0001,C,256.00,SGD,
300,SQ,0997,2010-10-01,00388104,00001916,0001,C,455.00,SGD,
300,AZ,0788,2010-09-21,00047468,00002611,0001,P,515.00,EUR,
300,SQ,0997,2011-01-14,00394867,00001916,0001,C,455.00,SGD,
300,SQ,0997,2011-01-14,00394679,00001916,0001,C,455.00,SGD,
300,AZ,0788,2010-09-21,00047653,00002731,0001,P,515.00,EUR,
300,SQ,0997,2010-12-10,00392448,00001916,0001,C,455.00,SGD,
300,AZ,0788,2010-09-21,00047674,00004566,0001,P,515.00,EUR,
300,SQ,0997,2010-08-20,00385723,00001916,0001,C,455.00,SGD,
300,AZ,0788,2010-09-21,00047659,00001615,0001,P,515.00,EUR,
300,SQ,0997,2011-07-22,00406280,00001916,0001,C,910.00,SGD,
300,AZ,0788,2010-09-21,00047560,00003486,0001,P,515.00,EUR,
300,SQ,0997,2011-07-22,00406609,00001916,0001,C,455.00,SGD,
300,AZ,0788,2010-09-21,00047824,00001780,0001,P,515.00,EUR,
300,SQ,0997,2011-11-18,00414059,00001916,0001,C,455.00,SGD,
300,AZ,0788,2010-09-21,00047695,00001406,0001,P,515.00,EUR,
300,SQ,0988,2010-12-09,00353780,00001916,0001,C,455.00,SGD,
300,AZ,0788,2010-09-21,00047788,00001639,0001,P,515.00,EUR,
300,SQ,0988,2010-12-23,00354805,00001916,0001,C,455.00,SGD,
300,AZ,0788,2010-09-21,00047602,00001527,0001,P,515.00,EUR,
300,SQ,0988,2010-06-17,00342853,00001916,0001,C,455.00,SGD,
300,SQ,0988,2011-09-01,00370185,00001916,0001,C,455.00,SGD,
300,SQ,0117,2010-10-11,00154610,00001916,0001,C,178.00,SGD,
300,UA,3517,2011-09-12,00160009,00001916,0001,C,305.00,USD,
300,SQ,0117,2010-09-06,00153298,00001916,0001,C,178.00,SGD,
300,AZ,0788,2010-09-21,00047794,00003341,0001,P,515.00,EUR,
300,SQ,0158,2010-11-23,00177850,00001916,0001,C,494.00,SGD,
300,SQ,0158,2010-08-24,00174666,00001916,0001,C,247.00,SGD,
300,SQ,0158,2011-04-05,00182736,00001916,0001,C,247.00,SGD,
300,SQ,0158,2011-03-29,00182449,00001916,0001,C,247.00,SGD,
300,SQ,0158,2010-05-25,00171546,00001916,0001,C,247.00,SGD,
300,AZ,0788,2010-09-21,00047563,00002414,0001,P,515.00,EUR,
300,SQ,0158,2010-07-06,00173046,00001916,0001,C,247.00,SGD,
300,SQ,0117,2012-01-23,00169580,00001916,0001,C,178.00,SGD,
300,UA,3516,2011-07-26,00117914,00001916,0001,C,305.00,USD,
300,AZ,0788,2010-09-21,00047611,00000011,0001,P,515.00,EUR,
300,UA,3516,2010-09-28,00099004,00001916,0001,C,611.00,USD,
300,SQ,0114,2010-09-27,00139146,00001916,0001,C,178.00,SGD,
300,AZ,0788,2010-09-21,00047815,00001434,0001,P,515.00,EUR,
300,UA,3517,2010-04-26,00128560,00001916,0001,C,305.00,USD,
300,UA,3517,2010-07-12,00133456,00001916,0001,C,305.00,USD,
300,AZ,0788,2010-09-21,00047764,00001744,0001,P,515.00,EUR,
300,SQ,0067,2011-10-03,00131475,00001916,0001,C,164.00,SGD,
300,AZ,0788,2010-09-21,00047728,00003442,0001,P,515.00,EUR,
300,SQ,0325,2011-02-02,00232311,00001916,0001,C,868.00,SGD,
300,AZ,0788,2010-09-21,00047758,00002558,0001,P,515.00,EUR,
300,SQ,0325,2010-12-01,00228086,00001916,0001,C,2606.00,SGD,
300,SQ,0326,2010-06-11,00254970,00001916,0001,C,868.00,SGD,
300,SQ,0326,2010-04-30,00252985,00001916,0001,C,868.00,SGD,
300,SQ,0325,2012-03-14,00252209,00001916,0001,C,868.00,SGD,
300,SQ,0325,2011-08-10,00243763,00001916,0001,C,868.00,SGD,
300,SQ,0325,2011-08-03,00243358,00001916,0001,C,868.00,SGD,
300,SQ,0325,2011-08-03,00243359,00001916,0001,C,868.00,SGD,
300,SQ,0325,2011-10-05,00247567,00001916,0001,C,868.00,SGD,
300,SQ,0161,2011-02-01,00202490,00001916,0001,C,247.00,SGD,
300,SQ,0161,2010-12-28,00201295,00001916,0001,C,247.00,SGD,
300,SQ,0158,2011-09-27,00188874,00001916,0001,C,494.00,SGD,
300,SQ,0325,2010-06-09,00217503,00001916,0001,C,868.00,SGD,
300,SQ,0161,2011-04-05,00204576,00001916,0001,C,742.00,SGD,
300,AZ,0788,2010-09-21,00047474,00001033,0001,P,515.00,EUR,
300,SQ,0161,2011-09-06,00210101,00001916,0001,C,247.00,SGD,
300,SQ,0161,2011-07-05,00207939,00001916,0001,C,247.00,SGD,
300,SQ,0161,2011-08-02,00208996,00001916,0001,C,247.00,SGD,
300,QF,0005,2010-12-31,00015979,00001904,0001,C,394.00,AUD,
300,AZ,0788,2010-09-21,00047620,00000201,0001,P,515.00,EUR,
300,UA,0007,2011-03-12,00014362,00001904,0001,C,211.00,USD,
300,DL,0106,2010-12-13,00014787,00001904,0001,C,305.00,USD,
300,JL,0407,2011-05-20,00017344,00001904,0001,C,530.00,JPY,
300,UA,0941,2010-10-21,00034284,00001904,0001,C,439.00,USD,
300,QF,0005,2011-11-11,00035527,00001904,0001,C,394.00,AUD,
300,AA,0017,2011-01-19,00016999,00001904,0001,C,211.00,USD,
300,JL,0408,2011-04-09,00039754,00001904,0001,C,530.00,JPY,
300,UA,0941,2011-04-07,00040305,00001904,0001,C,439.00,USD,
300,SQ,0015,2011-02-02,00039964,00001904,0001,C,1160.00,SGD,
300,SQ,0002,2011-04-28,00013467,00001904,0001,C,1160.00,SGD,
300,QF,0005,2012-02-24,00037341,00001904,0001,C,394.00,AUD,
300,QF,0005,2011-05-20,00024536,00001904,0001,C,394.00,AUD,
300,SQ,0015,2010-06-02,00024943,00001904,0001,C,1160.00,SGD,
300,AA,0017,2011-05-25,00025033,00001904,0001,C,211.00,USD,
300,UA,0007,2011-07-09,00019596,00001904,0001,C,211.00,USD,
300,DL,0106,2011-02-21,00018877,00001904,0001,C,305.00,USD,
300,UA,0941,2010-09-30,00033509,00001904,0001,C,439.00,USD,
300,QF,0006,2010-11-03,00046614,00001904,0001,C,394.00,AUD,
300,QF,0005,2010-08-20,00007614,00001904,0001,C,394.00,AUD,
300,DL,0106,2010-09-06,00008410,00001904,0001,C,305.00,USD,
300,DL,0106,2010-09-06,00008593,00001904,0001,C,305.00,USD,
300,SQ,0015,2011-09-07,00053497,00001904,0001,C,1160.00,SGD,
300,QF,0005,2011-08-19,00030032,00001904,0001,C,1182.00,AUD,
300,DL,1699,2010-10-11,00048104,00001904,0001,C,211.00,USD,
300,QF,0006,2010-11-24,00047621,00001904,0001,C,394.00,AUD,
300,DL,1699,2010-12-06,00051712,00001904,0001,C,211.00,USD,
300,SQ,0015,2010-12-08,00036682,00001904,0001,C,1160.00,SGD,
300,QF,0005,2012-01-27,00037095,00001904,0001,C,394.00,AUD,
300,UA,0941,2010-09-02,00032716,00001904,0001,C,439.00,USD,
300,DL,1699,2010-12-20,00052296,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-21,00047704,00001940,0001,P,515.00,EUR,
300,AA,0026,2010-07-07,00042138,00001904,0001,C,305.00,USD,
300,AA,0017,2012-03-07,00038204,00001904,0001,C,211.00,USD,
300,AA,0017,2010-09-29,00010424,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-21,00047569,00000884,0001,P,515.00,EUR,
300,JL,0407,2010-12-17,00010644,00001904,0001,C,530.00,JPY,
300,AZ,0788,2010-09-21,00047527,00002663,0001,P,515.00,EUR,
300,AA,0017,2010-10-06,00010825,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-21,00047575,00002502,0001,P,515.00,EUR,
300,AA,0017,2010-11-24,00013746,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-21,00047617,00003285,0001,P,515.00,EUR,
300,SQ,0015,2011-11-30,00058419,00001904,0001,C,1160.00,SGD,
300,JL,0407,2011-01-14,00012002,00001904,0001,C,530.00,JPY,
300,AZ,0788,2010-09-21,00047812,00001980,0001,P,515.00,EUR,
300,UA,3504,2010-10-15,00061193,00001904,0001,C,439.00,USD,
300,AZ,0788,2010-09-28,00048255,00003173,0001,P,515.00,EUR,
300,DL,1699,2011-05-02,00060844,00001904,0001,C,211.00,USD,
300,DL,0106,2010-06-14,00003201,00001904,0001,C,305.00,USD,
300,AZ,0788,2010-09-28,00047974,00002747,0001,P,515.00,EUR,
300,QF,0006,2011-10-12,00061963,00001904,0001,C,394.00,AUD,
300,AZ,0788,2010-09-28,00048045,00004176,0001,P,515.00,EUR,
300,QF,0005,2010-08-06,00006663,00001904,0001,C,394.00,AUD,
300,SQ,0002,2010-10-21,00006625,00001904,0001,C,1160.00,SGD,
300,AA,0017,2010-08-04,00006921,00001904,0001,C,211.00,USD,
300,SQ,0002,2010-11-04,00007155,00001904,0001,C,1160.00,SGD,
300,DL,0106,2010-07-05,00004682,00001904,0001,C,305.00,USD,
300,AZ,0788,2010-09-28,00048033,00002261,0001,P,515.00,EUR,
300,JL,0407,2011-10-28,00024707,00001904,0001,C,530.00,JPY,
300,QF,0006,2012-03-21,00064970,00001904,0001,C,394.00,AUD,
300,UA,0007,2011-08-06,00020761,00001904,0001,C,211.00,USD,
300,AA,0017,2011-06-01,00025358,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00048165,00003349,0001,P,515.00,EUR,
300,AA,0017,2011-01-05,00016382,00001904,0001,C,211.00,USD,
300,DL,0106,2011-01-24,00017146,00001904,0001,C,305.00,USD,
300,AZ,0788,2010-09-28,00048216,00003819,0001,P,515.00,EUR,
300,DL,0106,2011-01-10,00016183,00001904,0001,C,916.00,USD,
300,AZ,0788,2010-09-28,00048219,00001740,0001,P,515.00,EUR,
300,QF,0005,2011-01-28,00017618,00001904,0001,C,394.00,AUD,
300,SQ,0066,2010-07-19,00065844,00001904,0001,C,164.00,SGD,
300,AZ,0788,2010-09-28,00047914,00001748,0001,P,515.00,EUR,
300,QF,0006,2011-11-23,00063532,00001904,0001,C,788.00,AUD,
300,AZ,0788,2010-09-28,00048159,00000092,0001,P,515.00,EUR,
300,AA,0026,2011-12-07,00064717,00001904,0001,C,305.00,USD,
300,AZ,0788,2010-09-28,00048240,00001161,0001,P,515.00,EUR,
300,AA,0026,2011-12-07,00064612,00001904,0001,C,305.00,USD,
300,AZ,0788,2010-09-28,00047982,00002454,0001,P,515.00,EUR,
300,SQ,0066,2010-08-30,00068555,00001904,0001,C,164.00,SGD,
300,AA,0064,2011-11-18,00086671,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00047962,00002675,0001,P,515.00,EUR,
300,QF,0006,2011-11-09,00063122,00001904,0001,C,394.00,AUD,
300,AZ,0788,2010-09-28,00047947,00003811,0001,P,515.00,EUR,
300,DL,1984,2011-03-07,00095488,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00048036,00001169,0001,P,515.00,EUR,
300,DL,1984,2010-05-17,00077024,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00048048,00004393,0001,P,515.00,EUR,
300,SQ,0066,2011-01-24,00077487,00001904,0001,C,164.00,SGD,
300,AZ,0788,2010-09-28,00048204,00000339,0001,P,515.00,EUR,
300,DL,1984,2010-08-30,00083736,00001904,0001,C,211.00,USD,
300,DL,1984,2010-09-13,00084278,00001904,0001,C,634.00,USD,
300,AZ,0788,2010-09-28,00048258,00001571,0001,P,515.00,EUR,
300,AA,0064,2011-06-17,00081196,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00047944,00001467,0001,P,515.00,EUR,
300,UA,3504,2011-08-28,00081279,00001904,0001,C,439.00,USD,
300,AZ,0788,2010-09-28,00048108,00001784,0001,P,515.00,EUR,
300,UA,3504,2011-03-25,00071206,00001904,0001,C,439.00,USD,
300,AZ,0788,2010-09-28,00048027,00004425,0001,P,515.00,EUR,
300,DL,1699,2011-10-31,00071897,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00048267,00003939,0001,P,515.00,EUR,
300,SQ,0067,2010-11-08,00110832,00001904,0001,C,164.00,SGD,
300,AZ,0788,2010-09-28,00048168,00000132,0001,P,515.00,EUR,
300,AA,0064,2010-09-24,00071746,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00048051,00000860,0001,P,515.00,EUR,
300,DL,1984,2010-10-18,00086448,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00047926,00002940,0001,P,515.00,EUR,
300,UA,3504,2011-04-22,00073166,00001904,0001,C,439.00,USD,
300,DL,1699,2011-11-14,00072909,00001904,0001,C,211.00,USD,
300,AZ,0788,2010-09-28,00048207,00002237,0001,P,515.00,EUR,
300,UA,0941,2010-07-15,00030893,00001904,0001,C,439.00,USD,
300,SQ,0015,2010-10-06,00032762,00001904,0001,C,1160.00,SGD,
300,AZ,0788,2010-09-28,00048039,00001117,0001,P,515.00,EUR,
300,SQ,0002,2010-09-23,00005567,00001904,0001,C,1160.00,SGD,
300,AZ,0788,2011-08-16,00068222,00001262,0001,P,515.00,EUR,
300,AA,0017,2010-08-25,00008046,00001904,0001,C,211.00,USD,
300,SQ,0002,2010-04-22,00000052,00001904,0001,C,1160.00,SGD,
300,AZ,0788,2011-08-16,00068147,00003638,0001,P,515.00,EUR,
300,JL,0407,2010-12-10,00010300,00001904,0001,C,530.00,JPY,
300,AA,0026,2011-04-13,00054564,00001904,0001,C,305.00,USD,
300,AZ,0788,2011-08-16,00068156,00001551,0001,P,515.00,EUR,
300,DL,1699,2011-02-14,00055734,00001904,0001,C,634.00,USD,
300,SQ,0015,2011-08-17,00052158,00001904,0001,C,1160.00,SGD,
300,SQ,0015,2012-02-22,00060013,00001904,0001,C,1160.00,SGD,
300,QF,0006,2011-09-14,00060628,00001904,0001,C,394.00,AUD,
300,SQ,0015,2011-11-02,00057101,00001904,0001,C,1160.00,SGD,
300,UA,3516,2010-11-09,00101751,00001904,0001,C,305.00,USD,
300,AA,0026,2010-11-24,00048357,00001904,0001,C,305.00,USD,
300,UA,0941,2011-09-22,00046615,00001904,0001,C,439.00,USD,
300,JL,0408,2011-04-09,00039863,00001904,0001,C,530.00,JPY,
300,SQ,0015,2011-07-13,00050295,00001904,0001,C,1160.00,SGD,
300,UA,3516,2011-10-11,00123570,00001904,0001,C,305.00,USD,
300,SQ,0067,2011-03-28,00119549,00001904,0001,C,164.00,SGD,
300,DL,1984,2011-09-19,00107340,00001904,0001,C,211.00,USD,
300,SQ,0067,2010-09-13,00107526,00001904,0001,C,164.00,SGD,
300,SQ,0067,2010-11-15,00111364,00001904,0001,C,164.00,SGD,
300,SQ,0117,2010-07-19,00151642,00001904,0001,C,178.00,SGD,
300,UA,3517,2011-10-17,00162835,00001904,0001,C,305.00,USD,
300,SQ,0117,2011-05-02,00161727,00001904,0001,C,178.00,SGD,
300,SQ,0117,2011-01-10,00157832,00001904,0001,C,178.00,SGD,
300,UA,3517,2010-11-29,00141982,00001904,0001,C,305.00,USD,
300,DL,1984,2010-06-28,00079703,00001904,0001,C,211.00,USD,
300,AA,0017,2011-03-30,00021495,00001904,0001,C,211.00,USD,
300,AA,0064,2010-05-14,00066884,00001904,0001,C,211.00,USD,
300,DL,1984,2011-06-13,00101203,00001904,0001,C,422.00,USD,
300,UA,3516,2010-08-10,00096279,00001904,0001,C,305.00,USD,
300,SQ,0066,2011-10-24,00094507,00001904,0001,C,493.00,SGD,
300,SQ,0067,2010-05-10,00099499,00001904,0001,C,164.00,SGD,
300,SQ,0866,2010-09-30,00311684,00001904,0001,C,256.00,SGD,
300,SQ,0866,2011-06-23,00328061,00001904,0001,C,512.00,SGD,
300,SQ,0866,2011-01-06,00317982,00001904,0001,C,256.00,SGD,
300,SQ,0326,2010-11-05,00261377,00001904,0001,C,868.00,SGD,
300,SQ,0326,2011-05-06,00269589,00001904,0001,C,868.00,SGD,
300,SQ,0326,2011-06-03,00270556,00001904,0001,C,1737.00,SGD,
300,SQ,0326,2011-09-30,00275859,00001904,0001,C,868.00,SGD,
300,SQ,0863,2011-11-09,00299993,00001904,0001,C,256.00,SGD,
300,LH,0401,2011-01-28,00057274,00000681,0001,C,316.00,EUR,
300,SQ,0863,2011-05-11,00293364,00001904,0001,C,256.00,SGD,
300,LH,0401,2011-01-28,00057361,00001504,0001,C,316.00,EUR,
300,SQ,0997,2010-11-12,00390751,00001904,0001,C,455.00,SGD,
300,LH,0401,2011-01-28,00057173,00000536,0001,C,316.00,EUR,
300,SQ,0997,2010-04-30,00378771,00001904,0001,C,455.00,SGD,
300,LH,0401,2011-01-28,00057133,00002435,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057286,00004133,0001,C,316.00,EUR,
300,SQ,0997,2010-06-18,00381928,00001904,0001,C,455.00,SGD,
300,LH,0401,2011-01-28,00057145,00001323,0001,C,316.00,EUR,
300,SQ,0997,2011-08-19,00408193,00001904,0001,C,455.00,SGD,
300,LH,0401,2011-01-28,00057232,00000633,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057353,00001817,0001,C,316.00,EUR,
300,SQ,0997,2011-04-01,00399570,00001904,0001,C,455.00,SGD,
300,LH,0401,2011-01-28,00057136,00002792,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057247,00003503,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057097,00001708,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057194,00000564,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068246,00000917,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057010,00001367,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00056998,00001761,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057233,00000076,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068102,00001531,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057017,00000076,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057248,00002933,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00067923,00002807,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057226,00002491,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057244,00002567,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068042,00003650,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057301,00001592,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057157,00001933,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068213,00004208,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057190,00002712,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057203,00002640,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00067994,00002695,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057004,00003728,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057370,00003816,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068045,00000163,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057104,00001098,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057022,00003314,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00067968,00003959,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057278,00001447,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057149,00002335,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00067959,00001029,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057134,00002479,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00067988,00000832,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057320,00002451,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057184,00004233,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068099,00003811,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057071,00004290,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057065,00001536,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068165,00004622,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057230,00001046,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057284,00003659,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068018,00002474,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057314,00003439,0001,C,316.00,EUR,
300,LH,0401,2011-01-28,00057139,00002078,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00067977,00000359,0001,P,515.00,EUR,
300,LH,0401,2011-01-28,00057196,00004181,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040550,00003178,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068153,00003092,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040559,00003282,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040568,00001146,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00067956,00001402,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040643,00002676,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040624,00004342,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068240,00000075,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040453,00004526,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040564,00003190,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00067947,00000144,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040598,00000849,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040474,00000625,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040663,00003238,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068012,00001507,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040616,00003667,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040631,00004538,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068090,00004365,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040628,00004442,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068057,00003454,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040732,00001343,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040696,00001937,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068114,00002438,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040558,00000966,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040505,00000817,0001,C,316.00,EUR,
300,AZ,0788,2011-08-16,00068273,00002157,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040795,00000388,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040508,00000085,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073551,00003024,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040553,00003270,0001,C,316.00,EUR,
300,LH,0401,2010-05-07,00040570,00001247,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073851,00001149,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040649,00001584,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073650,00002699,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040526,00002632,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073848,00004088,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040651,00001753,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073791,00002089,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040657,00000468,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073623,00003751,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040450,00003350,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073827,00001675,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040802,00004631,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073737,00000680,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040745,00001054,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073797,00002948,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040484,00004041,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073596,00000535,0001,P,515.00,EUR,
300,AZ,0788,2011-11-15,00073557,00001623,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040594,00002796,0001,C,316.00,EUR,
300,AZ,0788,2011-11-15,00073641,00001623,0001,P,515.00,EUR,
300,AZ,0788,2011-11-15,00073872,00003674,0001,P,515.00,EUR,
300,LH,0401,2010-05-07,00040463,00003398,0001,C,316.00,EUR,
