MANDT,CARRID,CONNID,FLDATE,BOOKID,CUSTOMID,TICKET,PLACE,ARCHIVE_
300,DL,106,2010-10-04,10069,2036,O,AIRPORT,
300,DL,106,2010-12-27,15394,2036,O,AIRPORT,
300,QF,5,2011-01-07,16335,2036,O,AIRPORT,
300,AA,17,2010-07-21,5829,2036,O,AIRPORT,
300,UA,7,2011-04-09,15716,2036,O,AIRPORT,
300,JL,407,2011-02-04,12908,2036,O,AIRPORT,
300,AA,17,2010-11-17,13405,2036,O,AIRPORT,
300,AZ,555,2010-06-09,3265,2036,O,AIRPORT,
300,DL,106,2011-05-30,25106,2036,O,AIRPORT,
300,LH,400,2011-09-10,32270,2036,O,AIRPORT,
300,AZ,555,2011-08-24,30855,2036,O,AIRPORT,
300,AZ,555,2011-09-07,31829,2036,O,AIRPORT,
300,DL,106,2011-09-12,31614,2036,O,AIRPORT,
300,LH,400,2011-10-22,34952,2036,O,AIRPORT,
300,AA,17,2011-10-19,34032,2036,O,AIRPORT,
300,AA,17,2011-10-12,33537,2036,O,AIRPORT,
300,UA,941,2010-09-30,33634,2036,O,AIRPORT,
300,JL,407,2010-07-09,3449,2036,O,AIRPORT,
300,AZ,555,2011-06-29,27107,2036,O,AIRPORT,
300,JL,407,2012-02-24,26711,2036,O,AIRPORT,
300,JL,408,2010-05-08,27820,2036,O,AIRPORT,
300,LH,400,2010-06-05,2856,2036,O,AIRPORT,
300,AZ,788,2010-07-13,43459,2036,O,AIRPORT,
300,AA,26,2010-08-18,43996,2036,O,AIRPORT,
300,JL,408,2011-07-02,42811,2036,O,AIRPORT,
300,AZ,788,2010-06-29,42382,2036,O,AIRPORT,
300,UA,941,2011-09-08,46058,2036,O,AIRPORT,
300,AA,26,2010-10-20,46898,2036,O,AIRPORT,
300,UA,941,2011-09-22,46631,2036,O,AIRPORT,
300,UA,941,2011-08-11,44767,2036,O,AIRPORT,
300,DL,1699,2010-08-23,44971,2036,O,AIRPORT,
300,QF,6,2010-09-08,44305,2036,O,AIRPORT,
300,UA,941,2011-07-28,44339,2036,O,AIRPORT,
300,JL,408,2011-02-19,37924,2036,O,AIRPORT,
300,QF,5,2012-03-02,37502,2036,O,AIRPORT,
300,QF,6,2010-05-05,38529,2036,O,AIRPORT,
300,AZ,555,2011-11-16,36113,2036,O,AIRPORT,
300,AZ,555,2012-01-25,36949,2036,O,AIRPORT,
300,QF,6,2010-06-23,40745,2036,O,AIRPORT,
300,AA,26,2010-06-16,41346,2036,O,AIRPORT,
300,AZ,788,2010-05-18,39984,2036,O,AIRPORT,
300,AZ,555,2010-06-23,3959,2036,O,AIRPORT,
300,LH,401,2011-03-11,59866,2036,O,AIRPORT,
300,QF,6,2011-09-21,61039,2036,O,AIRPORT,
300,QF,6,2011-09-14,60551,2036,O,AIRPORT,
300,AZ,788,2011-03-01,57813,2036,O,AIRPORT,
300,AZ,788,2011-03-22,58897,2036,O,AIRPORT,
300,AA,26,2011-07-06,58173,2036,O,AIRPORT,
300,QF,6,2011-12-28,64091,2036,O,AIRPORT,
300,AZ,788,2011-05-10,62166,2036,O,AIRPORT,
300,QF,6,2011-10-19,62242,2036,O,AIRPORT,
300,QF,6,2011-10-05,61378,2036,O,AIRPORT,
300,DL,1699,2011-05-30,62301,2036,O,AIRPORT,
300,UA,3504,2010-04-30,50841,2036,O,AIRPORT,
300,LH,401,2010-10-29,51254,2036,O,AIRPORT,
300,AA,26,2011-05-18,56036,2036,O,AIRPORT,
300,QF,6,2011-06-08,56146,2036,O,AIRPORT,
300,DL,1699,2011-01-24,54484,2036,O,AIRPORT,
300,LH,401,2010-12-17,54572,2036,O,AIRPORT,
300,AA,26,2011-04-13,54465,2036,O,AIRPORT,
300,AZ,788,2011-08-23,68665,2036,O,AIRPORT,
300,AA,64,2010-07-23,69549,2036,O,AIRPORT,
300,LH,401,2011-08-19,69989,2036,O,AIRPORT,
300,AZ,788,2011-08-30,69086,2036,O,AIRPORT,
300,AZ,788,2011-09-20,70165,2036,O,AIRPORT,
300,DL,1699,2011-07-18,65505,2036,O,AIRPORT,
300,UA,3504,2010-12-24,65602,2036,O,AIRPORT,
300,AZ,789,2010-09-29,86034,2036,O,AIRPORT,
300,LH,402,2010-08-16,86470,2036,O,AIRPORT,
300,UA,3504,2011-11-18,86918,2036,O,AIRPORT,
300,AZ,789,2010-10-13,87100,2036,O,AIRPORT,
300,AZ,788,2011-12-13,74496,2036,O,AIRPORT,
300,AZ,789,2010-04-28,76751,2036,O,AIRPORT,
300,AZ,788,2011-10-11,71389,2036,O,AIRPORT,
300,AA,64,2010-08-27,70669,2036,O,AIRPORT,
300,UA,3504,2011-03-11,70526,2036,O,AIRPORT,
300,UA,3504,2011-03-18,70977,2036,O,AIRPORT,
300,LH,402,2010-06-14,82540,2036,O,AIRPORT,
300,LH,402,2010-07-12,84134,2036,O,AIRPORT,
300,LH,402,2010-07-12,84448,2036,O,AIRPORT,
300,DL,1984,2010-08-30,83751,2036,O,AIRPORT,
300,AA,64,2011-04-15,78936,2036,O,AIRPORT,
300,DL,1984,2010-05-31,77915,2036,O,AIRPORT,
300,UA,3504,2011-08-26,81046,2036,O,AIRPORT,
300,LH,402,2010-05-03,79820,2036,O,AIRPORT,
300,LH,402,2011-05-30,104238,2036,O,AIRPORT,
300,UA,3516,2010-12-21,104311,2036,O,AIRPORT,
300,AZ,789,2011-07-13,103959,2036,O,AIRPORT,
300,UA,3516,2011-01-11,105723,2036,O,AIRPORT,
300,DL,1984,2011-06-06,101107,2036,O,AIRPORT,
300,LH,402,2011-04-11,101330,2036,O,AIRPORT,
300,AZ,789,2011-05-11,100206,2036,O,AIRPORT,
300,DL,1984,2011-05-23,100123,2036,O,AIRPORT,
300,AZ,789,2011-06-29,103006,2036,O,AIRPORT,
300,DL,1984,2011-10-31,110100,2036,O,AIRPORT,
300,UA,3516,2011-03-15,109660,2036,O,AIRPORT,
300,AZ,789,2011-11-16,112016,2036,O,AIRPORT,
300,LH,402,2011-07-25,107783,2036,O,AIRPORT,
300,UA,3516,2011-02-08,107537,2036,O,AIRPORT,
300,UA,3516,2011-01-25,106842,2036,O,AIRPORT,
300,AZ,789,2011-09-14,107946,2036,O,AIRPORT,
300,UA,3516,2010-05-11,90728,2036,O,AIRPORT,
300,UA,3516,2010-06-22,93165,2036,O,AIRPORT,
300,AZ,789,2010-12-22,91636,2036,O,AIRPORT,
300,DL,1984,2011-01-17,92405,2036,O,AIRPORT,
300,UA,3504,2012-01-20,88110,2036,O,AIRPORT,
300,DL,1984,2011-03-14,95576,2036,O,AIRPORT,
300,DL,1984,2011-04-18,98127,2036,O,AIRPORT,
300,AZ,789,2011-04-13,98365,2036,O,AIRPORT,
300,AZ,790,2010-10-13,122227,2036,O,AIRPORT,
300,AZ,790,2011-01-19,126571,2036,O,AIRPORT,
300,LH,402,2011-12-26,116744,2036,O,AIRPORT,
300,AZ,790,2010-09-01,120218,2036,O,AIRPORT,
300,LH,454,2010-06-12,120198,2036,O,AIRPORT,
300,AZ,790,2010-10-06,121780,2036,O,AIRPORT,
300,AZ,790,2010-10-06,121670,2036,O,AIRPORT,
300,LH,454,2010-07-03,121030,2036,O,AIRPORT,
300,UA,3517,2011-05-09,151862,2036,O,AIRPORT,
300,AZ,791,2011-03-24,153470,2036,O,AIRPORT,
300,UA,3517,2011-10-10,162524,2036,O,AIRPORT,
300,UA,3517,2011-06-27,154989,2036,O,AIRPORT,
300,UA,3517,2010-08-16,135280,2036,O,AIRPORT,
300,LH,454,2011-07-23,138194,2036,O,AIRPORT,
300,LH,454,2011-07-16,137794,2036,O,AIRPORT,
300,AZ,790,2011-09-14,137042,2036,O,AIRPORT,
300,AZ,790,2011-06-29,133486,2036,O,AIRPORT,
300,LH,454,2011-04-02,133147,2036,O,AIRPORT,
300,LH,454,2011-04-16,133570,2036,O,AIRPORT,
300,LH,454,2011-03-12,132309,2036,O,AIRPORT,
300,UA,3517,2011-01-03,144024,2036,O,AIRPORT,
300,UA,3517,2010-12-13,143047,2036,O,AIRPORT,
300,UA,3517,2011-01-10,144782,2036,O,AIRPORT,
300,AZ,790,2011-12-07,140284,2036,O,AIRPORT,
300,UA,3517,2010-10-25,139828,2036,O,AIRPORT,
300,UA,3517,2011-12-12,165129,2036,O,AIRPORT,
300,LH,455,2011-10-31,165938,2036,O,AIRPORT,
300,LH,455,2011-08-29,163588,2036,O,AIRPORT,
300,LH,2462,2012-01-06,267084,2036,O,AIRPORT,
300,LH,2462,2011-07-01,261063,2036,O,AIRPORT,
300,LH,2463,2010-12-25,276816,2036,O,AIRPORT,
300,LH,2463,2011-02-05,278197,2036,O,AIRPORT,
300,LH,2463,2010-10-09,274044,2036,O,AIRPORT,
300,LH,2436,2010-11-27,236944,2036,O,AIRPORT,
300,LH,2436,2010-06-19,233678,2036,O,AIRPORT,
300,LH,2436,2011-04-30,240169,2036,O,AIRPORT,
300,LH,2436,2010-12-25,237571,2036,O,AIRPORT,
300,LH,2436,2010-12-18,237436,2036,O,AIRPORT,
300,LH,2415,2011-09-30,229861,2036,O,AIRPORT,
300,LH,2415,2011-07-22,227106,2036,O,AIRPORT,
300,LH,2436,2010-05-15,233043,2036,O,AIRPORT,
300,LH,2415,2011-10-14,230132,2036,O,AIRPORT,
300,LH,2462,2010-09-03,250540,2036,O,AIRPORT,
300,LH,2462,2010-07-23,249034,2036,O,AIRPORT,
300,LH,2436,2011-07-23,241942,2036,O,AIRPORT,
300,LH,2463,2012-01-28,290215,2036,O,AIRPORT,
300,LH,2463,2011-05-28,282361,2036,O,AIRPORT,
300,LH,2463,2011-07-02,283584,2036,O,AIRPORT,
300,LH,2463,2011-04-30,281218,2036,O,AIRPORT,
300,LH,2463,2011-09-10,286427,2036,O,AIRPORT,
300,LH,2463,2011-09-24,286888,2036,O,AIRPORT,
300,LH,3577,2011-04-23,303815,2036,O,AIRPORT,
300,LH,3577,2011-07-16,306955,2036,O,AIRPORT,
300,LH,3577,2011-06-11,305777,2036,O,AIRPORT,
300,LH,3577,2010-10-16,297170,2036,O,AIRPORT,
300,LH,3577,2010-10-09,296808,2036,O,AIRPORT,
300,LH,3577,2010-10-30,297533,2036,O,AIRPORT,
300,LH,2407,2010-11-06,197703,2036,O,AIRPORT,
300,LH,2407,2011-07-02,206198,2036,O,AIRPORT,
300,LH,2402,2012-02-11,190409,2036,O,AIRPORT,
300,LH,2402,2011-10-08,187840,2036,O,AIRPORT,
300,LH,2402,2011-10-08,187821,2036,O,AIRPORT,
300,LH,2407,2010-07-03,193353,2036,O,AIRPORT,
300,LH,2415,2010-12-03,220105,2036,O,AIRPORT,
300,LH,2415,2011-01-07,221130,2036,O,AIRPORT,
300,LH,2415,2011-01-21,221491,2036,O,AIRPORT,
300,LH,2415,2011-04-01,223690,2036,O,AIRPORT,
300,LH,2407,2011-10-15,210668,2036,O,AIRPORT,
300,LH,2407,2011-10-29,211083,2036,O,AIRPORT,
300,LH,2407,2011-08-13,207702,2036,O,AIRPORT,
300,LH,2415,2010-06-04,214419,2036,O,AIRPORT,
300,LH,2402,2011-04-16,181028,2036,O,AIRPORT,
300,LH,2402,2011-08-28,186115,2036,O,AIRPORT,
300,LH,2402,2011-07-09,184006,2036,O,AIRPORT,
300,LH,2402,2011-07-09,184137,2036,O,AIRPORT,
300,LH,2402,2010-06-05,169722,2036,O,AIRPORT,
300,LH,2402,2010-10-30,175001,2036,O,AIRPORT,
300,AA,17,2011-03-09,20012,648,O,AIRPORT,
300,UA,7,2011-07-30,20392,648,O,AIRPORT,
300,UA,7,2011-07-30,20439,648,O,AIRPORT,
300,UA,7,2011-07-02,19353,648,O,AIRPORT,
300,LH,400,2010-07-17,5511,648,O,AIRPORT,
300,AA,17,2011-03-23,20973,648,O,AIRPORT,
300,QF,5,2011-02-04,17923,648,O,AIRPORT,
300,DL,106,2010-07-12,4903,648,O,AIRPORT,
300,AZ,788,2010-10-12,48905,648,O,AIRPORT,
300,DL,1699,2010-10-18,48424,648,O,AIRPORT,
300,UA,7,2011-10-15,24406,648,O,AIRPORT,
300,DL,1699,2010-10-04,47439,648,O,AIRPORT,
300,AZ,788,2010-09-14,47032,648,O,AIRPORT,
300,JL,407,2011-09-16,22600,648,O,AIRPORT,
300,AA,17,2011-04-20,22609,648,O,AIRPORT,
300,AZ,555,2011-04-06,22009,648,O,AIRPORT,
300,AA,17,2011-04-13,22212,648,O,AIRPORT,
300,DL,106,2011-05-02,23175,648,O,AIRPORT,
300,JL,407,2010-12-10,10320,648,O,AIRPORT,
300,AZ,555,2010-08-11,7149,648,O,AIRPORT,
300,LH,400,2010-08-14,7038,648,O,AIRPORT,
300,AZ,555,2010-10-13,11039,648,O,AIRPORT,
300,DL,106,2010-09-20,9317,648,O,AIRPORT,
300,JL,407,2010-10-22,8046,648,O,AIRPORT,
300,DL,106,2010-09-06,8370,648,O,AIRPORT,
300,AZ,555,2010-09-01,8429,648,O,AIRPORT,
300,UA,7,2010-10-30,8618,648,O,AIRPORT,
300,QF,5,2010-12-10,14400,648,O,AIRPORT,
300,LH,400,2010-05-15,1435,648,O,AIRPORT,
300,JL,407,2011-04-22,16156,648,O,AIRPORT,
300,UA,7,2011-04-16,15932,648,O,AIRPORT,
300,QF,5,2010-11-12,12695,648,O,AIRPORT,
300,LH,400,2010-11-27,13593,648,O,AIRPORT,
300,DL,106,2010-05-17,1316,648,O,AIRPORT,
300,UA,941,2010-08-26,32303,648,O,AIRPORT,
300,DL,106,2011-10-03,33036,648,O,AIRPORT,
300,JL,408,2010-08-14,31155,648,O,AIRPORT,
300,QF,5,2011-08-26,30768,648,O,AIRPORT,
300,DL,106,2011-09-12,31688,648,O,AIRPORT,
300,AA,17,2011-09-07,31698,648,O,AIRPORT,
300,AA,17,2011-09-14,32000,648,O,AIRPORT,
300,JL,408,2010-08-21,31606,648,O,AIRPORT,
300,JL,408,2010-12-18,35729,648,O,AIRPORT,
300,AZ,555,2011-10-05,33391,648,O,AIRPORT,
300,QF,5,2011-10-14,33677,648,O,AIRPORT,
300,UA,7,2012-01-07,26885,648,O,AIRPORT,
300,QF,5,2011-06-24,26763,648,O,AIRPORT,
300,AA,17,2010-06-02,2726,648,O,AIRPORT,
300,LH,400,2011-06-04,25699,648,O,AIRPORT,
300,JL,407,2011-12-30,26096,648,O,AIRPORT,
300,UA,941,2010-06-03,29391,648,O,AIRPORT,
300,DL,106,2011-08-08,29356,648,O,AIRPORT,
300,AA,17,2011-08-10,29589,648,O,AIRPORT,
300,AA,17,2011-07-13,28152,648,O,AIRPORT,
300,DL,106,2011-08-01,29087,648,O,AIRPORT,
300,QF,6,2010-08-18,43309,648,O,AIRPORT,
300,AA,26,2010-07-21,42968,648,O,AIRPORT,
300,QF,6,2010-08-11,42985,648,O,AIRPORT,
300,AZ,788,2010-07-27,44127,648,O,AIRPORT,
300,LH,401,2010-06-25,43717,648,O,AIRPORT,
300,LH,400,2010-06-26,4372,648,O,AIRPORT,
300,DL,1699,2010-08-02,43741,648,O,AIRPORT,
300,UA,941,2011-05-26,42002,648,O,AIRPORT,
300,DL,1699,2010-07-12,42419,648,O,AIRPORT,
300,DL,1699,2010-09-20,46935,648,O,AIRPORT,
300,AA,26,2010-10-13,46473,648,O,AIRPORT,
300,JL,407,2010-08-06,4655,648,O,AIRPORT,
300,JL,408,2011-08-27,44718,648,O,AIRPORT,
300,AA,26,2010-09-08,44880,648,O,AIRPORT,
300,AA,26,2010-09-08,44984,648,O,AIRPORT,
300,DL,1699,2010-04-26,37760,648,O,AIRPORT,
300,AZ,555,2011-12-14,36579,648,O,AIRPORT,
300,UA,941,2010-12-30,36722,648,O,AIRPORT,
300,DL,106,2010-06-21,3612,648,O,AIRPORT,
300,QF,5,2011-12-30,36815,648,O,AIRPORT,
300,AZ,555,2011-05-25,25021,648,O,AIRPORT,
300,AZ,788,2010-05-11,39268,648,O,AIRPORT,
300,QF,6,2011-08-31,59839,648,O,AIRPORT,
300,UA,3504,2010-09-17,59461,648,O,AIRPORT,
300,UA,3504,2010-10-01,60410,648,O,AIRPORT,
300,DL,1699,2011-04-04,58765,648,O,AIRPORT,
300,AA,26,2011-07-20,59040,648,O,AIRPORT,
300,LH,401,2011-02-25,58944,648,O,AIRPORT,
300,AZ,788,2011-03-08,58171,648,O,AIRPORT,
300,DL,1699,2011-03-28,58443,648,O,AIRPORT,
300,QF,6,2011-12-28,64016,648,O,AIRPORT,
300,AZ,788,2011-06-28,65024,648,O,AIRPORT,
300,LH,401,2011-04-08,61367,648,O,AIRPORT,
300,LH,401,2011-04-08,61526,648,O,AIRPORT,
300,AZ,788,2011-05-24,62860,648,O,AIRPORT,
300,DL,1699,2011-05-30,62388,648,O,AIRPORT,
300,QF,6,2011-11-02,62636,648,O,AIRPORT,
300,UA,3504,2010-05-07,51358,648,O,AIRPORT,
300,AZ,788,2010-12-07,52238,648,O,AIRPORT,
300,JL,407,2010-04-30,451,648,O,AIRPORT,
300,AA,26,2011-05-11,55705,648,O,AIRPORT,
300,LH,401,2011-01-28,57062,648,O,AIRPORT,
300,AZ,788,2011-02-15,56861,648,O,AIRPORT,
300,LH,401,2010-12-03,53839,648,O,AIRPORT,
300,DL,1699,2011-10-03,70094,648,O,AIRPORT,
300,AA,64,2010-08-06,69902,648,O,AIRPORT,
300,LH,401,2011-08-05,69047,648,O,AIRPORT,
300,DL,1984,2010-09-27,85339,648,O,AIRPORT,
300,LH,402,2010-09-13,87955,648,O,AIRPORT,
300,UA,3504,2011-12-30,87728,648,O,AIRPORT,
300,UA,3504,2011-11-25,87390,648,O,AIRPORT,
300,AZ,789,2010-04-28,76829,648,O,AIRPORT,
300,AA,64,2010-09-17,71344,648,O,AIRPORT,
300,AA,64,2010-10-01,71835,648,O,AIRPORT,
300,UA,3504,2011-03-25,71174,648,O,AIRPORT,
300,AZ,788,2011-11-15,73553,648,O,AIRPORT,
300,AA,64,2010-10-29,73038,648,O,AIRPORT,
300,AZ,788,2011-11-01,72762,648,O,AIRPORT,
300,DL,1984,2010-08-16,82781,648,O,AIRPORT,
300,AZ,789,2010-08-11,83320,648,O,AIRPORT,
300,LH,402,2010-07-05,83742,648,O,AIRPORT,
300,AZ,789,2010-06-02,78910,648,O,AIRPORT,
300,UA,3504,2011-07-22,78939,648,O,AIRPORT,
300,LH,401,2012-01-06,77711,648,O,AIRPORT,
300,LH,402,2011-10-10,113213,648,O,AIRPORT,
300,UA,3516,2010-12-14,103988,648,O,AIRPORT,
300,DL,1984,2011-07-18,103517,648,O,AIRPORT,
300,AZ,789,2011-06-29,103201,648,O,AIRPORT,
300,LH,402,2011-07-04,106270,648,O,AIRPORT,
300,UA,3516,2011-01-18,106108,648,O,AIRPORT,
300,DL,1984,2011-10-24,109658,648,O,AIRPORT,
300,LH,402,2011-09-12,111019,648,O,AIRPORT,
300,UA,3516,2011-02-08,107385,648,O,AIRPORT,
300,AZ,789,2011-08-24,106510,648,O,AIRPORT,
300,DL,1984,2011-09-12,107056,648,O,AIRPORT,
300,DL,1984,2011-09-12,106999,648,O,AIRPORT,
300,UA,3516,2011-02-22,108197,648,O,AIRPORT,
300,LH,402,2010-10-11,90081,648,O,AIRPORT,
300,AZ,789,2010-11-24,89740,648,O,AIRPORT,
300,AZ,789,2010-12-08,90664,648,O,AIRPORT,
300,LH,402,2010-12-06,93502,648,O,AIRPORT,
300,AZ,789,2011-01-05,92374,648,O,AIRPORT,
300,LH,402,2011-03-14,99637,648,O,AIRPORT,
300,LH,402,2011-03-14,99330,648,O,AIRPORT,
300,AZ,789,2011-03-30,97627,648,O,AIRPORT,
300,DL,1984,2011-05-02,98598,648,O,AIRPORT,
300,AZ,790,2010-11-24,123890,648,O,AIRPORT,
300,AZ,790,2011-03-30,129465,648,O,AIRPORT,
300,LH,454,2011-01-01,128984,648,O,AIRPORT,
300,AZ,790,2011-02-02,127098,648,O,AIRPORT,
300,UA,3516,2011-12-27,126943,648,O,AIRPORT,
300,LH,454,2010-11-13,126782,648,O,AIRPORT,
300,AZ,790,2010-04-28,114633,648,O,AIRPORT,
300,LH,402,2011-10-31,114727,648,O,AIRPORT,
300,UA,3516,2011-05-31,114405,648,O,AIRPORT,
300,LH,454,2010-06-19,120540,648,O,AIRPORT,
300,LH,454,2010-07-24,122057,648,O,AIRPORT,
300,LH,402,2012-03-05,117450,648,O,AIRPORT,
300,AZ,790,2010-06-30,117497,648,O,AIRPORT,
300,UA,3516,2011-08-16,119288,648,O,AIRPORT,
300,LH,454,2010-06-05,119731,648,O,AIRPORT,
300,LH,455,2010-11-08,152961,648,O,AIRPORT,
300,LH,455,2010-06-14,147726,648,O,AIRPORT,
300,LH,455,2010-08-16,149817,648,O,AIRPORT,
300,LH,455,2010-07-12,148708,648,O,AIRPORT,
300,AZ,791,2011-10-13,160560,648,O,AIRPORT,
300,AZ,791,2011-10-06,160461,648,O,AIRPORT,
300,UA,3517,2011-09-12,160006,648,O,AIRPORT,
300,UA,3517,2011-08-01,156915,648,O,AIRPORT,
300,UA,3517,2011-07-11,155808,648,O,AIRPORT,
300,UA,3517,2011-08-28,158855,648,O,AIRPORT,
300,LH,454,2011-05-14,135023,648,O,AIRPORT,
300,LH,454,2011-05-07,134721,648,O,AIRPORT,
300,UA,3517,2010-08-02,134763,648,O,AIRPORT,
300,LH,454,2011-01-29,130311,648,O,AIRPORT,
300,LH,454,2011-04-02,133079,648,O,AIRPORT,
300,LH,454,2011-04-02,132936,648,O,AIRPORT,
300,AZ,790,2011-06-08,132730,648,O,AIRPORT,
300,LH,455,2010-04-26,145977,648,O,AIRPORT,
300,UA,3517,2011-01-24,145541,648,O,AIRPORT,
300,UA,3517,2011-02-07,146191,648,O,AIRPORT,
300,AZ,791,2010-07-22,144875,648,O,AIRPORT,
300,LH,454,2011-12-03,144498,648,O,AIRPORT,
300,AZ,790,2011-11-09,139637,648,O,AIRPORT,
300,AZ,790,2011-11-30,140084,648,O,AIRPORT,
300,LH,455,2011-11-14,166576,648,O,AIRPORT,
300,LH,2462,2011-08-28,263361,648,O,AIRPORT,
300,LH,2462,2011-09-30,264957,648,O,AIRPORT,
300,LH,2462,2011-03-25,257769,648,O,AIRPORT,
300,LH,2462,2011-06-03,260264,648,O,AIRPORT,
300,LH,2462,2011-06-24,260857,648,O,AIRPORT,
300,LH,2463,2011-01-01,277176,648,O,AIRPORT,
300,LH,2436,2010-08-14,234877,648,O,AIRPORT,
300,LH,2436,2010-07-31,234556,648,O,AIRPORT,
300,LH,2436,2011-02-05,238429,648,O,AIRPORT,
300,LH,2415,2011-09-09,228962,648,O,AIRPORT,
300,LH,2415,2011-08-05,227724,648,O,AIRPORT,
300,LH,2415,2011-12-02,231570,648,O,AIRPORT,
300,LH,2436,2011-09-10,243095,648,O,AIRPORT,
300,LH,3577,2011-08-13,307838,648,O,AIRPORT,
300,LH,3577,2010-06-26,293210,648,O,AIRPORT,
300,LH,3577,2010-04-24,290794,648,O,AIRPORT,
300,LH,2463,2011-06-04,282546,648,O,AIRPORT,
300,LH,2463,2011-04-09,280668,648,O,AIRPORT,
300,LH,3577,2011-01-15,300307,648,O,AIRPORT,
300,LH,3577,2010-12-11,299062,648,O,AIRPORT,
300,LH,2407,2010-12-11,199118,648,O,AIRPORT,
300,LH,2407,2011-06-11,205612,648,O,AIRPORT,
300,LH,2407,2011-06-11,205500,648,O,AIRPORT,
300,LH,2407,2011-05-21,204800,648,O,AIRPORT,
300,LH,2407,2011-06-18,205814,648,O,AIRPORT,
300,LH,2407,2010-07-31,194354,648,O,AIRPORT,
300,LH,2415,2010-10-29,219081,648,O,AIRPORT,
300,LH,2415,2011-03-04,222872,648,O,AIRPORT,
300,LH,2415,2010-04-30,213419,648,O,AIRPORT,
300,LH,455,2012-02-27,167818,648,O,AIRPORT,
300,LH,2402,2011-02-19,178922,648,O,AIRPORT,
300,LH,2402,2010-07-17,171253,648,O,AIRPORT,
300,LH,2402,2010-11-13,175413,648,O,AIRPORT,
300,LH,2402,2011-01-01,177226,648,O,AIRPORT,
300,LH,2402,2010-10-23,174868,648,O,AIRPORT,
300,QF,5,2011-03-11,20156,1640,O,AIRPORT,
300,AA,17,2011-03-09,20132,1640,O,AIRPORT,
300,LH,400,2010-05-22,2039,1640,O,AIRPORT,
300,AA,17,2011-02-23,19534,1640,O,AIRPORT,
300,AA,17,2011-03-02,19744,1640,O,AIRPORT,
300,DL,106,2010-05-24,1963,1640,O,AIRPORT,
300,AZ,555,2011-03-30,21599,1640,O,AIRPORT,
300,DL,106,2011-04-04,21583,1640,O,AIRPORT,
300,AA,17,2011-03-23,20986,1640,O,AIRPORT,
300,AA,17,2011-02-02,17872,1640,O,AIRPORT,
300,LH,400,2011-01-15,16978,1640,O,AIRPORT,
300,AA,17,2011-01-19,17335,1640,O,AIRPORT,
300,UA,7,2011-06-18,18737,1640,O,AIRPORT,
300,JL,407,2011-06-24,18986,1640,O,AIRPORT,
300,JL,407,2011-06-24,18985,1640,O,AIRPORT,
300,UA,7,2011-06-18,18550,1640,O,AIRPORT,
300,QF,6,2010-12-22,48751,1640,O,AIRPORT,
300,QF,5,2011-05-13,24297,1640,O,AIRPORT,
300,AA,26,2010-10-27,47077,1640,O,AIRPORT,
300,AA,26,2010-11-10,47707,1640,O,AIRPORT,
300,DL,1699,2010-10-04,47784,1640,O,AIRPORT,
300,AZ,788,2010-09-28,48030,1640,O,AIRPORT,
300,QF,5,2011-04-15,22579,1640,O,AIRPORT,
300,DL,106,2011-04-04,21767,1640,O,AIRPORT,
300,AZ,555,2011-04-27,23278,1640,O,AIRPORT,
300,JL,407,2010-06-11,2347,1640,O,AIRPORT,
300,AA,17,2010-08-11,6965,1640,O,AIRPORT,
300,QF,5,2010-10-01,10288,1640,O,AIRPORT,
300,AZ,555,2010-10-13,11221,1640,O,AIRPORT,
300,AA,17,2010-09-01,8325,1640,O,AIRPORT,
300,UA,7,2010-10-16,7762,1640,O,AIRPORT,
300,UA,7,2010-10-16,7763,1640,O,AIRPORT,
300,LH,400,2010-12-18,15055,1640,O,AIRPORT,
300,AZ,555,2010-12-29,16100,1640,O,AIRPORT,
300,AZ,555,2010-11-03,12512,1640,O,AIRPORT,
300,UA,7,2010-05-22,1281,1640,O,AIRPORT,
300,DL,106,2010-11-15,12667,1640,O,AIRPORT,
300,DL,106,2010-11-01,12077,1640,O,AIRPORT,
300,QF,5,2010-12-03,14057,1640,O,AIRPORT,
300,JL,408,2010-09-11,32152,1640,O,AIRPORT,
300,UA,941,2010-08-19,31995,1640,O,AIRPORT,
300,AA,17,2011-11-09,35225,1640,O,AIRPORT,
300,AA,17,2011-11-16,35945,1640,O,AIRPORT,
300,AA,17,2011-10-05,33453,1640,O,AIRPORT,
300,DL,106,2011-10-31,34591,1640,O,AIRPORT,
300,DL,106,2011-10-31,34592,1640,O,AIRPORT,
300,DL,106,2011-10-24,34218,1640,O,AIRPORT,
300,AZ,555,2011-07-06,27559,1640,O,AIRPORT,
300,UA,7,2011-11-12,25641,1640,O,AIRPORT,
300,LH,400,2011-06-04,25650,1640,O,AIRPORT,
300,AZ,555,2011-06-01,25653,1640,O,AIRPORT,
300,QF,5,2011-06-10,25810,1640,O,AIRPORT,
300,DL,106,2011-06-13,26035,1640,O,AIRPORT,
300,QF,5,2011-08-26,30534,1640,O,AIRPORT,
300,QF,5,2011-07-22,28586,1640,O,AIRPORT,
300,UA,941,2011-07-28,44246,1640,O,AIRPORT,
300,AZ,788,2010-06-22,42135,1640,O,AIRPORT,
300,JL,408,2011-07-02,42745,1640,O,AIRPORT,
300,JL,408,2011-06-18,42327,1640,O,AIRPORT,
300,DL,1699,2010-09-06,45984,1640,O,AIRPORT,
300,DL,1699,2010-09-20,46764,1640,O,AIRPORT,
300,LH,401,2010-07-09,44627,1640,O,AIRPORT,
